Unique ID,Name,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value
170416,Fine particles (PM 2.5),CD,205,Fordham and University Heights (CD5),Annual Average 2013,12/1/12,10.05
547648,Fine particles (PM 2.5),CD,205,Fordham and University Heights (CD5),Annual Average 2017,1/1/17,8.3
742443,Fine particles (PM 2.5),CD,205,Fordham and University Heights (CD5),Annual Average 2021,1/1/21,6.76
169354,Fine particles (PM 2.5),CD,205,Fordham and University Heights (CD5),Summer 2010,6/1/10,12.82
169413,Fine particles (PM 2.5),CD,205,Fordham and University Heights (CD5),Summer 2011,6/1/11,12.3
151748,Annual vehicle miles travelled (trucks),UHF42,402,West Queens,2005,1/1/05,2
325120,Annual vehicle miles travelled (trucks),UHF42,402,West Queens,2016,1/1/16,2.5
170257,Fine particles (PM 2.5),CD,311,Bensonhurst (CD11),Annual Average 2010,12/1/09,9.18
131392,Asthma emergency department visits due to PM2.5,UHF42,402,West Queens,2009-2011,1/1/09,15.6
338283,Ozone (O3),CD,311,Bensonhurst (CD11),Summer 2015,6/1/15,33.38
338299,Ozone (O3),CD,409,Kew Gardens and Woodhaven (CD9),Summer 2015,6/1/15,31.8
166776,Nitrogen dioxide (NO2),CD,311,Bensonhurst (CD11),Summer 2011,6/1/11,17.26
166717,Nitrogen dioxide (NO2),CD,311,Bensonhurst (CD11),Summer 2010,6/1/10,17.18
412761,Nitrogen dioxide (NO2),CD,311,Bensonhurst (CD11),Summer 2016,6/1/16,13.34
741226,Nitrogen dioxide (NO2),CD,311,Bensonhurst (CD11),Winter 2020-21,12/1/20,22.83
166762,Nitrogen dioxide (NO2),CD,209,Parkchester and Soundview (CD9),Summer 2011,6/1/11,18.37
166703,Nitrogen dioxide (NO2),CD,209,Parkchester and Soundview (CD9),Summer 2010,6/1/10,19.29
175456,Nitrogen dioxide (NO2),UHF42,502,Stapleton - St. George,Winter 2012-13,12/1/12,20.93
336608,Nitrogen dioxide (NO2),UHF42,502,Stapleton - St. George,Summer 2015,6/1/15,10.43
338201,Ozone (O3),UHF42,402,West Queens,Summer 2015,6/1/15,31.57
650951,Ozone (O3),UHF42,402,West Queens,Summer 2019,6/1/19,29.95
166025,Nitrogen dioxide (NO2),CD,409,Kew Gardens and Woodhaven (CD9),Winter 2012-13,12/1/12,25.01
336872,Nitrogen dioxide (NO2),CD,409,Kew Gardens and Woodhaven (CD9),Summer 2015,6/1/15,14.39
166027,Nitrogen dioxide (NO2),CD,411,Bayside and Little Neck (CD11),Winter 2012-13,12/1/12,19.78
167620,Nitrogen dioxide (NO2),CD,411,Bayside and Little Neck (CD11),Annual Average 2010,12/1/09,19.64
336878,Nitrogen dioxide (NO2),CD,411,Bayside and Little Neck (CD11),Summer 2015,6/1/15,12.98
643706,Nitrogen dioxide (NO2),CD,411,Bayside and Little Neck (CD11),Summer 2019,6/1/19,12.67
166646,Nitrogen dioxide (NO2),CD,211,Morris Park and Bronxdale (CD11),Summer 2009,6/1/09,19.41
165879,Nitrogen dioxide (NO2),CD,211,Morris Park and Bronxdale (CD11),Winter 2010-11,12/1/10,27.27
167767,Nitrogen dioxide (NO2),CD,211,Morris Park and Bronxdale (CD11),Annual Average 2013,12/1/12,18.97
336789,Nitrogen dioxide (NO2),CD,211,Morris Park and Bronxdale (CD11),Winter 2014-15,12/1/14,23.64
550058,Nitrogen dioxide (NO2),CD,211,Morris Park and Bronxdale (CD11),Annual Average 2017,1/1/17,19.04
168664,Fine particles (PM 2.5),CD,311,Bensonhurst (CD11),Winter 2012-13,12/1/12,9.86
649997,Fine particles (PM 2.5),CD,311,Bensonhurst (CD11),Summer 2019,6/1/19,7.77
669911,Fine particles (PM 2.5),CD,311,Bensonhurst (CD11),Winter 2019-20,12/1/19,7.34
168662,Fine particles (PM 2.5),CD,309,South Crown Heights and Lefferts Gardens (CD9),Winter 2012-13,12/1/12,10.26
170255,Fine particles (PM 2.5),CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2010,12/1/09,9.91
336759,Nitrogen dioxide (NO2),CD,201,Mott Haven and Melrose (CD1),Winter 2014-15,12/1/14,25.9
741162,Nitrogen dioxide (NO2),CD,201,Mott Haven and Melrose (CD1),Annual Average 2021,1/1/21,18.75
175891,Nitrogen dioxide (NO2),UHF42,206,Borough Park,Summer 2009,6/1/09,21.32
336528,Nitrogen dioxide (NO2),UHF42,206,Borough Park,Winter 2014-15,12/1/14,25.8
130509,Boiler Emissions- Total NOx Emissions,UHF42,210,Coney Island - Sheepshead Bay,2013,1/1/13,23.7
130461,Boiler Emissions- Total PM2.5 Emissions,UHF42,210,Coney Island - Sheepshead Bay,2013,1/1/13,0.1
130508,Boiler Emissions- Total NOx Emissions,UHF42,209,Bensonhurst - Bay Ridge,2013,1/1/13,26.5
130538,Boiler Emissions- Total NOx Emissions,Borough,3,Manhattan,2013,1/1/13,161.1
170424,Fine particles (PM 2.5),CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2013,12/1/12,10.09
334257,Fine particles (PM 2.5),CD,301,Greenpoint and Williamsburg (CD1),Winter 2014-15,12/1/14,10.91
742467,Fine particles (PM 2.5),CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2021,1/1/21,7.74
742431,Fine particles (PM 2.5),CD,201,Mott Haven and Melrose (CD1),Annual Average 2021,1/1/21,6.84
169421,Fine particles (PM 2.5),CD,301,Greenpoint and Williamsburg (CD1),Summer 2011,6/1/11,12.93
411038,Fine particles (PM 2.5),CD,301,Greenpoint and Williamsburg (CD1),Winter 2015-16,12/1/15,10.28
411039,Fine particles (PM 2.5),CD,301,Greenpoint and Williamsburg (CD1),Summer 2016,6/1/16,9.88
742465,Fine particles (PM 2.5),CD,301,Greenpoint and Williamsburg (CD1),Winter 2020-21,12/1/20,8.08
179724,Boiler Emissions- Total NOx Emissions,UHF42,409,Southeast Queens,2015,1/1/15,8.1
179818,Boiler Emissions- Total PM2.5 Emissions,UHF42,410,Rockaways,2015,1/1/15,0
179820,Boiler Emissions- Total PM2.5 Emissions,UHF42,409,Southeast Queens,2015,1/1/15,0
179830,Boiler Emissions- Total PM2.5 Emissions,UHF42,210,Coney Island - Sheepshead Bay,2015,1/1/15,0.1
179734,Boiler Emissions- Total NOx Emissions,UHF42,210,Coney Island - Sheepshead Bay,2015,1/1/15,23.5
742429,Fine particles (PM 2.5),CD,201,Mott Haven and Melrose (CD1),Winter 2020-21,12/1/20,6.91
178582,Fine particles (PM 2.5),UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2013,12/1/12,8.24
177784,Fine particles (PM 2.5),UHF42,209,Bensonhurst - Bay Ridge,Summer 2009,6/1/09,10.59
333999,Fine particles (PM 2.5),UHF42,209,Bensonhurst - Bay Ridge,Winter 2014-15,12/1/14,8.48
547414,Fine particles (PM 2.5),UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2017,1/1/17,7.06
742179,Fine particles (PM 2.5),UHF42,106,High Bridge - Morrisania,Annual Average 2021,1/1/21,6.63
742209,Fine particles (PM 2.5),UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2021,1/1/21,6.43
177239,Fine particles (PM 2.5),UHF42,210,Coney Island - Sheepshead Bay,Winter 2010-11,12/1/10,11.57
177785,Fine particles (PM 2.5),UHF42,210,Coney Island - Sheepshead Bay,Summer 2009,6/1/09,10.38
178583,Fine particles (PM 2.5),UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2013,12/1/12,8.11
178578,Fine particles (PM 2.5),UHF42,205,Sunset Park,Annual Average 2013,12/1/12,9.12
177780,Fine particles (PM 2.5),UHF42,205,Sunset Park,Summer 2009,6/1/09,11.45
333987,Fine particles (PM 2.5),UHF42,205,Sunset Park,Winter 2014-15,12/1/14,9.64
168541,Fine particles (PM 2.5),CD,306,Park Slope and Carroll Gardens (CD6),Winter 2010-11,12/1/10,13.89
169308,Fine particles (PM 2.5),CD,306,Park Slope and Carroll Gardens (CD6),Summer 2009,6/1/09,11.68
170429,Fine particles (PM 2.5),CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2013,12/1/12,9.4
334272,Fine particles (PM 2.5),CD,306,Park Slope and Carroll Gardens (CD6),Winter 2014-15,12/1/14,10.03
168517,Fine particles (PM 2.5),CD,106,Stuyvesant Town and Turtle Bay (CD6),Winter 2010-11,12/1/10,15.48
169284,Fine particles (PM 2.5),CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2009,6/1/09,14.16
170405,Fine particles (PM 2.5),CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2013,12/1/12,12.25
169367,Fine particles (PM 2.5),CD,306,Park Slope and Carroll Gardens (CD6),Summer 2010,6/1/10,12.72
169426,Fine particles (PM 2.5),CD,306,Park Slope and Carroll Gardens (CD6),Summer 2011,6/1/11,12.25
411053,Fine particles (PM 2.5),CD,306,Park Slope and Carroll Gardens (CD6),Winter 2015-16,12/1/15,9.89
411054,Fine particles (PM 2.5),CD,306,Park Slope and Carroll Gardens (CD6),Summer 2016,6/1/16,9.18
742197,Fine particles (PM 2.5),UHF42,205,Sunset Park,Annual Average 2021,1/1/21,6.99
179827,Boiler Emissions- Total PM2.5 Emissions,UHF42,403,Flushing - Clearview,2015,1/1/15,0.4
411017,Fine particles (PM 2.5),CD,206,Belmont and East Tremont (CD6),Winter 2015-16,12/1/15,8.61
169343,Fine particles (PM 2.5),CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2010,6/1/10,14.68
169402,Fine particles (PM 2.5),CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2011,6/1/11,14.13
169416,Fine particles (PM 2.5),CD,208,Riverdale and Fieldston (CD8),Summer 2011,6/1/11,11.29
411024,Fine particles (PM 2.5),CD,208,Riverdale and Fieldston (CD8),Summer 2016,6/1/16,7.94
411023,Fine particles (PM 2.5),CD,208,Riverdale and Fieldston (CD8),Winter 2015-16,12/1/15,8.4
177232,Fine particles (PM 2.5),UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2010-11,12/1/10,12.79
177778,Fine particles (PM 2.5),UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2009,6/1/09,10.92
178576,Fine particles (PM 2.5),UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2013,12/1/12,8.75
333981,Fine particles (PM 2.5),UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2014-15,12/1/14,9.14
179731,Boiler Emissions- Total NOx Emissions,UHF42,403,Flushing - Clearview,2015,1/1/15,17
649675,Fine particles (PM 2.5),UHF42,105,Crotona -Tremont,Annual Average 2019,1/1/19,7.23
605945,Fine particles (PM 2.5),CD,206,Belmont and East Tremont (CD6),Annual Average 2018,1/1/18,7.37
742445,Fine particles (PM 2.5),CD,206,Belmont and East Tremont (CD6),Summer 2021,6/1/21,8.78
179822,Boiler Emissions- Total PM2.5 Emissions,UHF42,408,Jamaica,2015,1/1/15,0.1
179859,Boiler Emissions- Total PM2.5 Emissions,Borough,1,Bronx,2015,1/1/15,0.9
177775,Fine particles (PM 2.5),UHF42,107,Hunts Point - Mott Haven,Summer 2009,6/1/09,9.74
178573,Fine particles (PM 2.5),UHF42,107,Hunts Point - Mott Haven,Annual Average 2013,12/1/12,9.57
333972,Fine particles (PM 2.5),UHF42,107,Hunts Point - Mott Haven,Winter 2014-15,12/1/14,10.51
169353,Fine particles (PM 2.5),CD,204,Highbridge and Concourse (CD4),Summer 2010,6/1/10,12.77
169412,Fine particles (PM 2.5),CD,204,Highbridge and Concourse (CD4),Summer 2011,6/1/11,12.24
411012,Fine particles (PM 2.5),CD,204,Highbridge and Concourse (CD4),Summer 2016,6/1/16,8.94
411011,Fine particles (PM 2.5),CD,204,Highbridge and Concourse (CD4),Winter 2015-16,12/1/15,8.83
547387,Fine particles (PM 2.5),UHF42,107,Hunts Point - Mott Haven,Annual Average 2017,1/1/17,8.26
177237,Fine particles (PM 2.5),UHF42,208,Canarsie - Flatlands,Winter 2010-11,12/1/10,11.81
178581,Fine particles (PM 2.5),UHF42,208,Canarsie - Flatlands,Annual Average 2013,12/1/12,8.18
211405,Fine particles (PM 2.5),Borough,1,Bronx,Winter 2013-14,12/1/13,12.5
605650,Fine particles (PM 2.5),Borough,1,Bronx,Winter 2017-18,12/1/17,8.28
212681,Fine particles (PM 2.5),UHF42,207,East Flatbush - Flatbush,Winter 2013-14,12/1/13,11.7
605704,Fine particles (PM 2.5),UHF42,207,East Flatbush - Flatbush,Winter 2017-18,12/1/17,8.39
649705,Fine particles (PM 2.5),UHF42,208,Canarsie - Flatlands,Annual Average 2019,1/1/19,6.15
605767,Fine particles (PM 2.5),UHF42,407,Southwest Queens,Winter 2017-18,12/1/17,7.62
649765,Fine particles (PM 2.5),UHF42,407,Southwest Queens,Annual Average 2019,1/1/19,6.19
130768,Outdoor Air Toxics - Formaldehyde,UHF42,408,Jamaica,2005,1/1/05,2.4
130767,Outdoor Air Toxics - Formaldehyde,UHF42,407,Southwest Queens,2005,1/1/05,2.4
315672,Outdoor Air Toxics - Formaldehyde,UHF42,407,Southwest Queens,2011,1/1/11,1.9
799821,Outdoor Air Toxics - Formaldehyde,UHF42,107,Hunts Point - Mott Haven,2014,1/1/14,1.73
799849,Outdoor Air Toxics - Formaldehyde,UHF42,407,Southwest Queens,2014,1/1/14,1.31
315673,Outdoor Air Toxics - Formaldehyde,UHF42,408,Jamaica,2011,1/1/11,1.9
799850,Outdoor Air Toxics - Formaldehyde,UHF42,408,Jamaica,2014,1/1/14,1.38
799840,Outdoor Air Toxics - Formaldehyde,UHF42,308,Greenwich Village - SoHo,2014,1/1/14,1.6
315663,Outdoor Air Toxics - Formaldehyde,UHF42,308,Greenwich Village - SoHo,2011,1/1/11,2.6
315615,Outdoor Air Toxics - Benzene,UHF42,308,Greenwich Village - SoHo,2011,1/1/11,2.6
315603,Outdoor Air Toxics - Benzene,UHF42,207,East Flatbush - Flatbush,2011,1/1/11,1.4
315585,Outdoor Air Toxics - Benzene,Borough,1,Bronx,2011,1/1/11,1.1
799797,Outdoor Air Toxics - Benzene,UHF42,307,Gramercy Park - Murray Hill,2014,1/1/14,1.06
130751,Outdoor Air Toxics - Formaldehyde,UHF42,301,Washington Heights,2005,1/1/05,3.9
130771,Outdoor Air Toxics - Formaldehyde,UHF42,501,Port Richmond,2005,1/1/05,2.4
315676,Outdoor Air Toxics - Formaldehyde,UHF42,501,Port Richmond,2011,1/1/11,1.8
315638,Outdoor Air Toxics - Formaldehyde,UHF42,101,Kingsbridge - Riverdale,2011,1/1/11,2.2
799853,Outdoor Air Toxics - Formaldehyde,UHF42,501,Port Richmond,2014,1/1/14,1.36
799780,Outdoor Air Toxics - Benzene,UHF42,201,Greenpoint,2014,1/1/14,1.07
315597,Outdoor Air Toxics - Benzene,UHF42,201,Greenpoint,2011,1/1/11,1.6
799773,Outdoor Air Toxics - Benzene,UHF42,101,Kingsbridge - Riverdale,2014,1/1/14,0.9
165866,Nitrogen dioxide (NO2),CD,110,Central Harlem (CD10),Winter 2010-11,12/1/10,33.29
167754,Nitrogen dioxide (NO2),CD,110,Central Harlem (CD10),Annual Average 2013,12/1/12,25.43
166633,Nitrogen dioxide (NO2),CD,110,Central Harlem (CD10),Summer 2009,6/1/09,28.22
550019,Nitrogen dioxide (NO2),CD,110,Central Harlem (CD10),Annual Average 2017,1/1/17,22.74
166883,Nitrogen dioxide (NO2),CD,212,Williamsbridge and Baychester (CD12),Summer 2013,6/1/13,13.84
602996,Nitrogen dioxide (NO2),CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2018,1/1/18,15.84
741188,Nitrogen dioxide (NO2),CD,210,Throgs Neck and Co-op City (CD10),Summer 2021,6/1/21,11.75
412729,Nitrogen dioxide (NO2),CD,212,Williamsbridge and Baychester (CD12),Annual Average 2016,12/31/15,16.93
603002,Nitrogen dioxide (NO2),CD,212,Williamsbridge and Baychester (CD12),Annual Average 2018,1/1/18,15.81
741194,Nitrogen dioxide (NO2),CD,212,Williamsbridge and Baychester (CD12),Summer 2021,6/1/21,11.98
741158,Nitrogen dioxide (NO2),CD,112,Washington Heights and Inwood (CD12),Summer 2021,6/1/21,12.99
336704,Nitrogen dioxide (NO2),UHF34,309310,Union Square-Lower Manhattan,Summer 2015,6/1/15,21.44
643532,Nitrogen dioxide (NO2),UHF34,309310,Union Square-Lower Manhattan,Summer 2019,6/1/19,21.16
667484,Nitrogen dioxide (NO2),UHF34,309310,Union Square-Lower Manhattan,Winter 2019-20,12/1/19,30.71
172644,Nitrogen dioxide (NO2),UHF34,501502,Northern SI,Annual Average 2010,12/1/09,18.22
171726,Nitrogen dioxide (NO2),UHF34,501502,Northern SI,Winter 2012-13,12/1/12,21.87
171656,Nitrogen dioxide (NO2),UHF34,309310,Union Square-Lower Manhattan,Winter 2010-11,12/1/10,36.23
171639,Nitrogen dioxide (NO2),UHF34,209,Bensonhurst - Bay Ridge,Winter 2010-11,12/1/10,28.44
172134,Nitrogen dioxide (NO2),UHF34,501502,Northern SI,Summer 2010,6/1/10,14.91
172168,Nitrogen dioxide (NO2),UHF34,501502,Northern SI,Summer 2011,6/1/11,14.98
412640,Nitrogen dioxide (NO2),UHF34,309310,Union Square-Lower Manhattan,Winter 2015-16,12/1/15,28.22
412647,Nitrogen dioxide (NO2),UHF34,501502,Northern SI,Summer 2016,6/1/16,11.93
412646,Nitrogen dioxide (NO2),UHF34,501502,Northern SI,Winter 2015-16,12/1/15,20.02
741112,Nitrogen dioxide (NO2),UHF34,501502,Northern SI,Winter 2020-21,12/1/20,20.34
547660,Fine particles (PM 2.5),CD,209,Parkchester and Soundview (CD9),Annual Average 2017,1/1/17,7.62
169287,Fine particles (PM 2.5),CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2009,6/1/09,11.4
168520,Fine particles (PM 2.5),CD,109,Morningside Heights and Hamilton Heights (CD9),Winter 2010-11,12/1/10,14.49
170408,Fine particles (PM 2.5),CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2013,12/1/12,9.75
547624,Fine particles (PM 2.5),CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2017,1/1/17,7.97
169289,Fine particles (PM 2.5),CD,111,East Harlem (CD11),Summer 2009,6/1/09,11.48
168522,Fine particles (PM 2.5),CD,111,East Harlem (CD11),Winter 2010-11,12/1/10,14.14
334215,Fine particles (PM 2.5),CD,111,East Harlem (CD11),Winter 2014-15,12/1/14,10.32
742425,Fine particles (PM 2.5),CD,111,East Harlem (CD11),Annual Average 2021,1/1/21,6.79
168534,Fine particles (PM 2.5),CD,211,Morris Park and Bronxdale (CD11),Winter 2010-11,12/1/10,13.36
334251,Fine particles (PM 2.5),CD,211,Morris Park and Bronxdale (CD11),Winter 2014-15,12/1/14,9.9
547666,Fine particles (PM 2.5),CD,211,Morris Park and Bronxdale (CD11),Annual Average 2017,1/1/17,7.39
168532,Fine particles (PM 2.5),CD,209,Parkchester and Soundview (CD9),Winter 2010-11,12/1/10,13.58
169299,Fine particles (PM 2.5),CD,209,Parkchester and Soundview (CD9),Summer 2009,6/1/09,10.64
170420,Fine particles (PM 2.5),CD,209,Parkchester and Soundview (CD9),Annual Average 2013,12/1/12,8.94
179832,Boiler Emissions- Total PM2.5 Emissions,UHF42,402,West Queens,2015,1/1/15,0.2
169405,Fine particles (PM 2.5),CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2011,6/1/11,11.97
169346,Fine particles (PM 2.5),CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2010,6/1/10,12.53
410990,Fine particles (PM 2.5),CD,109,Morningside Heights and Hamilton Heights (CD9),Winter 2015-16,12/1/15,8.51
410991,Fine particles (PM 2.5),CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2016,6/1/16,8.71
169407,Fine particles (PM 2.5),CD,111,East Harlem (CD11),Summer 2011,6/1/11,12.1
169348,Fine particles (PM 2.5),CD,111,East Harlem (CD11),Summer 2010,6/1/10,12.63
410996,Fine particles (PM 2.5),CD,111,East Harlem (CD11),Winter 2015-16,12/1/15,8.57
410997,Fine particles (PM 2.5),CD,111,East Harlem (CD11),Summer 2016,6/1/16,8.88
742423,Fine particles (PM 2.5),CD,111,East Harlem (CD11),Winter 2020-21,12/1/20,6.82
411033,Fine particles (PM 2.5),CD,211,Morris Park and Bronxdale (CD11),Summer 2016,6/1/16,7.9
411032,Fine particles (PM 2.5),CD,211,Morris Park and Bronxdale (CD11),Winter 2015-16,12/1/15,8.07
169417,Fine particles (PM 2.5),CD,209,Parkchester and Soundview (CD9),Summer 2011,6/1/11,11.58
169358,Fine particles (PM 2.5),CD,209,Parkchester and Soundview (CD9),Summer 2010,6/1/10,12.02
649750,Fine particles (PM 2.5),UHF42,402,West Queens,Annual Average 2019,1/1/19,7.35
179847,Boiler Emissions- Total PM2.5 Emissions,UHF42,302,Central Harlem - Morningside Heights,2015,1/1/15,1.6
179751,Boiler Emissions- Total NOx Emissions,UHF42,302,Central Harlem - Morningside Heights,2015,1/1/15,77.8
179756,Boiler Emissions- Total NOx Emissions,UHF42,306,Chelsea - Clinton,2015,1/1/15,181.5
411014,Fine particles (PM 2.5),CD,205,Fordham and University Heights (CD5),Winter 2015-16,12/1/15,9.01
411015,Fine particles (PM 2.5),CD,205,Fordham and University Heights (CD5),Summer 2016,6/1/16,8.95
177777,Fine particles (PM 2.5),UHF42,202,Downtown - Heights - Slope,Summer 2009,6/1/09,11.71
177140,Fine particles (PM 2.5),UHF42,102,Northeast Bronx,Winter 2008-09,12/1/08,13.58
177162,Fine particles (PM 2.5),UHF42,306,Chelsea - Clinton,Winter 2008-09,12/1/08,16.68
649732,Fine particles (PM 2.5),UHF42,306,Chelsea - Clinton,Annual Average 2019,1/1/19,10.21
649762,Fine particles (PM 2.5),UHF42,406,Fresh Meadows,Annual Average 2019,1/1/19,6.16
315671,Outdoor Air Toxics - Formaldehyde,UHF42,406,Fresh Meadows,2011,1/1/11,1.8
799823,Outdoor Air Toxics - Formaldehyde,UHF42,202,Downtown - Heights - Slope,2014,1/1/14,1.61
799848,Outdoor Air Toxics - Formaldehyde,UHF42,406,Fresh Meadows,2014,1/1/14,1.41
315639,Outdoor Air Toxics - Formaldehyde,UHF42,102,Northeast Bronx,2011,1/1/11,2
799816,Outdoor Air Toxics - Formaldehyde,UHF42,102,Northeast Bronx,2014,1/1/14,1.54
799834,Outdoor Air Toxics - Formaldehyde,UHF42,302,Central Harlem - Morningside Heights,2014,1/1/14,1.71
799838,Outdoor Air Toxics - Formaldehyde,UHF42,306,Chelsea - Clinton,2014,1/1/14,1.73
315613,Outdoor Air Toxics - Benzene,UHF42,306,Chelsea - Clinton,2011,1/1/11,3.1
315609,Outdoor Air Toxics - Benzene,UHF42,302,Central Harlem - Morningside Heights,2011,1/1/11,2.1
799792,Outdoor Air Toxics - Benzene,UHF42,302,Central Harlem - Morningside Heights,2014,1/1/14,1.03
166829,Nitrogen dioxide (NO2),CD,305,East New York and Starrett City (CD5),Summer 2012,6/1/12,16.12
166888,Nitrogen dioxide (NO2),CD,305,East New York and Starrett City (CD5),Summer 2013,6/1/13,16.14
412744,Nitrogen dioxide (NO2),CD,305,East New York and Starrett City (CD5),Annual Average 2016,12/31/15,17.83
603017,Nitrogen dioxide (NO2),CD,305,East New York and Starrett City (CD5),Annual Average 2018,1/1/18,17.17
172092,Nitrogen dioxide (NO2),UHF34,407,Southwest Queens,Summer 2009,6/1/09,18.59
172738,Nitrogen dioxide (NO2),UHF34,407,Southwest Queens,Annual Average 2013,12/1/12,19.65
171650,Nitrogen dioxide (NO2),UHF34,407,Southwest Queens,Winter 2010-11,12/1/10,29.53
336687,Nitrogen dioxide (NO2),UHF34,407,Southwest Queens,Winter 2014-15,12/1/14,24.5
549956,Nitrogen dioxide (NO2),UHF34,407,Southwest Queens,Annual Average 2017,1/1/17,17.95
741089,Nitrogen dioxide (NO2),UHF34,407,Southwest Queens,Summer 2021,6/1/21,9.83
338285,Ozone (O3),CD,313,Coney Island (CD13),Summer 2015,6/1/15,35.76
412773,Nitrogen dioxide (NO2),CD,315,Sheepshead Bay (CD15),Summer 2016,6/1/16,10.67
411074,Fine particles (PM 2.5),CD,313,Coney Island (CD13),Winter 2015-16,12/1/15,6.89
411075,Fine particles (PM 2.5),CD,313,Coney Island (CD13),Summer 2016,6/1/16,7.65
643544,Nitrogen dioxide (NO2),UHF34,105106107,South Bronx,Summer 2019,6/1/19,15.15
171728,Nitrogen dioxide (NO2),UHF34,105106107,South Bronx,Winter 2012-13,12/1/12,26.99
172646,Nitrogen dioxide (NO2),UHF34,105106107,South Bronx,Annual Average 2010,12/1/09,25.08
172739,Nitrogen dioxide (NO2),UHF34,408,Jamaica,Annual Average 2013,12/1/12,18.96
336690,Nitrogen dioxide (NO2),UHF34,408,Jamaica,Winter 2014-15,12/1/14,23.94
549959,Nitrogen dioxide (NO2),UHF34,408,Jamaica,Annual Average 2017,1/1/17,17.69
741093,Nitrogen dioxide (NO2),UHF34,408,Jamaica,Annual Average 2021,1/1/21,15.3
743665,Ozone (O3),UHF34,401,Long Island City - Astoria,Summer 2021,6/1/21,29.15
743660,Ozone (O3),UHF34,408,Jamaica,Summer 2021,6/1/21,30.99
602900,Nitrogen dioxide (NO2),UHF34,408,Jamaica,Annual Average 2018,1/1/18,17.55
172224,Nitrogen dioxide (NO2),UHF34,401,Long Island City - Astoria,Summer 2013,6/1/13,18.02
412612,Nitrogen dioxide (NO2),UHF34,401,Long Island City - Astoria,Annual Average 2016,12/31/15,20.91
602885,Nitrogen dioxide (NO2),UHF34,401,Long Island City - Astoria,Annual Average 2018,1/1/18,20.89
172170,Nitrogen dioxide (NO2),UHF34,105106107,South Bronx,Summer 2011,6/1/11,20.69
172136,Nitrogen dioxide (NO2),UHF34,105106107,South Bronx,Summer 2010,6/1/10,22.13
412653,Nitrogen dioxide (NO2),UHF34,105106107,South Bronx,Summer 2016,6/1/16,16.36
172127,Nitrogen dioxide (NO2),UHF34,408,Jamaica,Summer 2010,6/1/10,17.87
172161,Nitrogen dioxide (NO2),UHF34,408,Jamaica,Summer 2011,6/1/11,17.26
412625,Nitrogen dioxide (NO2),UHF34,408,Jamaica,Winter 2015-16,12/1/15,22.45
412626,Nitrogen dioxide (NO2),UHF34,408,Jamaica,Summer 2016,6/1/16,13.11
605291,Ozone (O3),UHF34,401,Long Island City - Astoria,Summer 2018,6/1/18,29.66
670918,Ozone (O3),UHF34,401,Long Island City - Astoria,Summer 2020,6/1/20,30.96
171617,Nitrogen dioxide (NO2),UHF34,408,Jamaica,Winter 2009-10,12/1/09,25.35
154537,Annual vehicle miles travelled (cars),CD,313,Coney Island (CD13),2005,1/1/05,16.6
336688,Nitrogen dioxide (NO2),UHF34,408,Jamaica,Annual Average 2015,1/1/15,18.42
643518,Nitrogen dioxide (NO2),UHF34,408,Jamaica,Winter 2018-19,12/1/18,19.86
667453,Nitrogen dioxide (NO2),UHF34,408,Jamaica,Annual Average 2020,1/1/20,14.24
211673,Nitrogen dioxide (NO2),UHF34,401,Long Island City - Astoria,Summer 2014,6/1/14,16.92
336673,Nitrogen dioxide (NO2),UHF34,401,Long Island City - Astoria,Annual Average 2015,1/1/15,21.39
643503,Nitrogen dioxide (NO2),UHF34,401,Long Island City - Astoria,Winter 2018-19,12/1/18,25.7
412060,Ozone (O3),UHF34,408,Jamaica,Summer 2016,6/1/16,33.86
412045,Ozone (O3),UHF34,206,Borough Park,Summer 2016,6/1/16,33.54
179495,Fine particles (PM 2.5),Borough,3,Manhattan,Winter 2008-09,12/1/08,15.34
605656,Fine particles (PM 2.5),Borough,3,Manhattan,Winter 2017-18,12/1/17,9.6
212684,Fine particles (PM 2.5),UHF42,210,Coney Island - Sheepshead Bay,Winter 2013-14,12/1/13,11.04
